id,id_solicitud,fecha,user_id,monto,tipo_resulto
72,ca54fab4-6668-4a4e-a8cd-fc6293dce73d,2024-01-01 10:19:40.538020,9641,2772.75,collected_payment_result
73,f17b479c-ab93-4a92-8f8f-f7aa9bcc74e4,2024-01-01 23:02:09.282703,6960,2649.45,collected_payment_result
74,6cb1b66a-9c24-44da-b382-27fba6a33a05,2024-09-13 13:48:21.492144,6917,4446.03,collected_payment_result
75,1b157430-282d-4df8-abc7-1ca76b3a00b0,2023-11-03 23:57:58.046264,5388,2260.53,collected_payment_result
76,5e253a9e-0785-4f53-9499-af4e7fd1f348,2024-02-19 12:41:28.671156,3602,8248.39,rejected_payment_result
77,1c743e1e-0ec1-4326-badc-85943ed145ce,2024-05-27 12:15:53.350786,1488,1781.17,collected_payment_result
78,c4e16ce3-51fc-456b-96d2-9dece947a7a4,2024-03-01 03:54:57.149360,372,8941.15,rejected_payment_result
79,99eb00f6-38ad-41d4-b6e0-f6b08874fa74,2024-09-08 13:18:03.212269,6021,7653.56,rejected_payment_result
80,fc4e3c35-44f0-4a0c-841e-303693978f85,2024-02-02 20:08:22.448300,6281,6972.41,collected_payment_result
81,a4d6aeb8-b414-44d3-b26f-c8955b6f6043,2023-10-11 20:46:26.132601,8619,1410.97,chargeback_payment_result
82,3b177596-1a37-4090-8475-bf7c4d3108c2,2023-12-08 22:58:26.403352,8908,4703.9,rejected_payment_result
83,d38ca7fa-c3af-4419-a980-42122f999c95,2024-03-23 18:06:23.376711,5173,1299.68,collected_payment_result
84,0c856a1f-9cbf-4199-a19a-dea64c40674f,2024-04-17 11:20:22.391445,399,6072.19,rejected_payment_result
85,adcb5df5-883d-48d1-829f-022a83b383b0,2024-03-30 21:54:36.801995,4079,3444.11,collected_payment_result
86,8abaa56e-f8c7-4f86-b855-fcf263e887b9,2023-10-21 20:12:42.802420,8148,6042.77,collected_payment_result
87,865048a5-30ac-4197-8217-dafee1dd6b07,2024-05-26 10:24:45.172373,6236,1226.04,collected_payment_result
88,8f47de4f-9d5b-41b9-bf12-28ffa6e8dab2,2024-09-07 21:19:08.168356,2930,8296.23,collected_payment_result
89,74474f0e-7da9-4891-82dd-88d6246deb0b,2024-05-06 04:53:39.956280,211,3458.83,rejected_payment_result
90,5c6b2045-21aa-494e-9628-cc6fd7147267,2024-03-14 05:27:08.480857,2647,1684.54,rejected_payment_result
91,cf4034e7-0bc9-45b6-95ed-2c1c58a8a74c,2024-08-22 17:08:23.717401,3985,5163.42,chargeback_payment_result
92,8b034411-a17b-42f4-8ea8-d7b6538f1d96,2024-09-03 19:59:36.730489,2572,150.94,chargeback_payment_result
93,4625f859-1721-446e-861b-d6a2fc5d7d46,2024-03-14 07:20:32.396141,6162,7989.97,collected_payment_result
94,59fd5c68-a769-4d1a-aa08-a641341af687,2024-02-19 06:49:02.878143,4689,7234.68,collected_payment_result
95,9add623b-42ea-4904-923c-8185458ec5da,2024-07-10 09:00:11.314116,5899,7958.95,chargeback_payment_result
96,3a990ec5-b269-4f9d-90b1-ab53ae4b2920,2024-09-01 12:48:16.233399,1823,3301.76,collected_payment_result
97,91af563a-106d-4195-aff6-054d89012e13,2024-05-26 12:14:11.864387,6472,7337.32,collected_payment_result
98,d07d327f-295d-44be-844e-9bdfa2032174,2024-01-01 09:59:18.886195,8823,6714.74,collected_payment_result
99,c2dad7dd-3d43-46bf-8d5d-afc945ef1520,2024-05-04 00:21:47.120905,2638,6055.36,collected_payment_result
100,9e459ba8-5262-402f-ad56-6a735d5847e0,2023-10-02 16:50:46.889016,3981,1002.35,rejected_payment_result
101,8903c819-1568-49c2-aebc-bc5976a4a222,2024-06-22 21:44:31.468054,8939,5319.18,rejected_payment_result
102,37a45e95-3736-4a9f-aa5b-1ad44b0bf8a5,2023-10-12 18:29:03.179053,2520,5937.58,collected_payment_result
103,6dadeb49-2884-4e67-ac0b-6a8c8e33b178,2024-02-23 13:48:47.342747,2755,8857.13,rejected_payment_result
104,4316cd93-4def-423b-bfd7-f7d444612d33,2024-07-19 09:43:44.352686,8763,5510.77,collected_payment_result
105,8ade5f75-ee04-47a8-945b-1e7f7a11cfff,2023-10-18 18:50:04.442201,202,1155.78,collected_payment_result
106,9e9c89d8-5274-448f-8bb0-5b9e824282fe,2024-06-14 19:24:03.906409,6412,2684.75,collected_payment_result
107,42b9435d-e013-423d-8da4-cff2851c63b5,2024-06-17 21:40:01.547439,5815,8541.34,rejected_payment_result
108,b5a2cf58-02d0-47c9-8970-5411c8b5016f,2024-07-28 20:56:19.784328,6120,7332.24,collected_payment_result
109,faacc25a-d338-4ee7-8177-606d76edb8c2,2024-03-27 14:58:10.699862,7517,4488.22,collected_payment_result
110,e2c884a9-8f0d-4208-bcdc-fe8d90347e8e,2024-08-07 18:57:03.727809,6700,8285.44,collected_payment_result
111,27634489-07d5-457c-bc38-0cb188cab911,2024-07-31 04:33:19.874929,2613,591.26,rejected_payment_result
112,199bb60f-8ee9-4844-aa96-4f514f488471,2024-03-27 23:38:45.682051,5271,8910.08,collected_payment_result
113,c7067ea6-689f-4050-ae88-4f6d53154506,2024-02-17 11:23:25.947236,805,7967.69,collected_payment_result
114,400f8ff3-7169-4759-a7f3-d15be34b4d83,2023-12-09 11:40:29.128651,4453,4021.17,collected_payment_result
115,4c0f6bf9-2712-4a23-85c6-3a9aeab7e4a1,2023-12-19 06:35:37.741674,4039,1489.09,collected_payment_result
116,1d480bde-f9d0-4b88-a5ff-1f7bfdf4384a,2024-05-08 14:10:53.717437,1140,4550.98,collected_payment_result
117,554cd4f7-8ff1-4385-a22c-bf58ca49547b,2024-03-28 07:29:49.342130,6727,8712.85,collected_payment_result
118,057b0fe6-f0d6-498d-9037-6ce2ca8b3964,2024-02-26 07:49:28.538491,9608,1053.56,rejected_payment_result
119,b9735742-93c7-4ca5-99bc-62d6668f8bea,2024-03-11 03:58:50.812027,4160,6352.92,chargeback_payment_result
120,5eaaa751-f0af-47de-995c-766f90c803d9,2023-10-04 22:39:37.338363,8954,559.94,collected_payment_result
121,d63e90db-69d3-4619-9746-0ce18d843292,2024-07-16 14:04:15.552989,5541,3153.89,collected_payment_result
122,02c1a8b0-49e5-4133-9e56-a17161e16e0a,2024-03-03 12:38:40.529399,5985,8874.69,collected_payment_result
123,fb5eda01-d3a5-4b83-a750-4237a2993c48,2024-08-28 06:03:14.510268,552,9481.42,collected_payment_result
124,5158fb41-f2e9-4539-8ef3-b13120d216ae,2024-08-11 03:07:28.075163,1581,4828.6,collected_payment_result
125,703cfd09-3630-47b5-94c2-0e6ab2772ecb,2024-08-12 10:47:18.785048,1892,3698.43,rejected_payment_result
126,50b31479-3f84-425e-8a90-d3f1a35dcf47,2024-07-28 04:38:14.781501,2901,4116.2,collected_payment_result
127,b1646c70-dd27-4446-9562-feda9ac4f0af,2024-09-25 04:34:34.290407,2466,2363.68,collected_payment_result
128,9fbb1f77-bd1e-4474-a2d2-8e5d29c95822,2023-12-16 08:49:45.644434,1952,3775.87,collected_payment_result
129,ec350ae4-2ba3-4fde-89c7-0f39b05d3582,2024-06-01 22:03:02.133891,8928,8605.04,collected_payment_result
130,edecbedd-7d1e-4595-9b5d-19751f554787,2023-10-16 13:02:45.505660,3993,7610.58,collected_payment_result
131,60a4cdae-7c39-4195-afdf-2eb33210a2ea,2023-11-19 17:59:50.374228,9651,6449.71,collected_payment_result
132,8a965d41-232c-4d4a-b0fa-f733e7bc64fc,2024-01-23 16:29:16.337936,400,2817.68,collected_payment_result
133,06163af3-606c-4c81-8a14-1be33cdf84a9,2024-03-13 11:45:39.588675,1942,426.62,collected_payment_result
134,7f9f64a1-146d-465b-a5dd-fb0a6441c2ea,2023-11-13 23:02:41.607345,2105,2882.71,chargeback_payment_result
135,2636bde8-a949-42cd-8bcd-0137a4741e3a,2023-12-05 14:49:58.639202,955,6352.0,collected_payment_result
136,4d574e7c-c06e-416a-89b5-d1d7b8f00e50,2024-01-24 01:22:32.827290,1792,9697.05,rejected_payment_result
137,4c9ec31f-cc40-4b06-ad18-7520a1fca26f,2024-07-05 09:24:09.112266,3210,6957.13,collected_payment_result
138,45a2896d-0e47-4b92-9ec6-6f2c9200c1a0,2024-02-16 02:34:01.840101,1400,7527.89,collected_payment_result
139,a5f44437-d9c8-4d3c-9ae2-2cd04e683858,2023-12-02 21:18:27.362975,1142,4803.62,collected_payment_result
140,fae3e94c-b852-45fd-a34f-17c6d0783186,2024-01-03 03:57:55.854556,773,2203.29,collected_payment_result
141,93d2f97c-98ad-4abd-ab6f-e215a3d44081,2024-07-28 03:38:01.055352,1209,4944.69,collected_payment_result
142,6f904096-6460-420a-922d-725177229096,2023-11-06 13:09:10.202518,1358,7344.66,collected_payment_result
143,5a358473-3057-42f7-ac2c-f0d40a0e4f74,2024-07-03 20:22:33.593172,7448,5230.1,collected_payment_result
144,901e65b7-a1db-4168-98fa-6b4bd7585833,2023-12-15 07:13:17.739052,6751,4021.49,collected_payment_result
145,6648b842-06ae-4fac-8ee6-a15a94bb31cb,2024-07-04 03:48:25.549496,5532,9812.44,collected_payment_result
146,bd78834d-9116-4545-8084-c376a8a306cd,2024-07-14 16:55:23.009792,3840,3330.8,collected_payment_result
147,8777f7bb-92cd-40fa-9bc4-d8708adf0fdc,2023-11-09 12:00:56.593031,9047,9478.83,collected_payment_result
148,864e4991-bed5-46e5-beea-1aed173e5f53,2024-09-10 10:25:46.324092,9902,7358.99,chargeback_payment_result
149,5098b6b1-3209-420e-822b-bd8cd8b47526,2024-01-21 20:13:02.569046,776,1197.68,rejected_payment_result
150,6e471dbb-e508-4ee5-8b4a-e0b5035264f2,2024-06-09 03:55:47.497224,4392,1019.37,collected_payment_result
151,05259ce0-d92a-44f3-8c87-f532ba1841dc,2023-11-16 02:41:44.778366,8292,2319.06,collected_payment_result
152,bd6f7d9b-ae8a-4a11-8fc3-2b7499835bcd,2024-05-09 04:51:58.585910,690,5253.08,chargeback_payment_result
153,177dfc73-a7fe-4dca-87f4-eac934676d17,2023-11-13 13:06:48.345835,8231,9802.08,collected_payment_result
154,2636ad5c-ed77-49bb-bb5b-4ea915c1cf83,2024-05-02 03:11:14.369343,5996,5349.68,rejected_payment_result
155,83d7c210-c838-4f45-9ca5-e2b0e4cce1fb,2023-10-22 05:49:19.033747,5478,3245.73,collected_payment_result
156,0a1dff71-edf0-4138-8e56-5e74766a2ea7,2024-05-08 09:04:37.576637,9184,9546.58,collected_payment_result
157,6b9c3bb5-829b-497e-bfe8-6bb2f5574248,2024-07-18 06:57:17.003297,8335,2061.44,collected_payment_result
158,9029bf68-1a5e-4386-80d9-9d7115d43e1d,2024-01-19 19:46:05.532117,573,6286.42,collected_payment_result
159,a0e01633-5ab5-4432-8cc0-00f3028d3b4a,2023-10-27 13:13:39.964825,7466,1082.31,collected_payment_result
160,ce95d444-1d4e-4304-a281-779ead18e0fc,2024-08-19 16:56:29.983030,2604,5978.5,collected_payment_result
161,327f8a24-8875-4235-91e3-5c1fbe47606d,2024-05-23 20:59:58.974974,7219,5197.25,collected_payment_result
162,b98ce9fe-4c74-43cc-9069-160731800879,2024-01-05 16:01:41.345371,1411,7943.27,rejected_payment_result
163,75ee4396-2e56-48e6-8bd9-8dfcbd40d58c,2024-04-12 12:54:34.256238,7393,1025.6,collected_payment_result
164,aa144915-a8b3-475c-8189-90a4b053ee29,2024-09-21 14:16:32.783142,6980,907.38,collected_payment_result
165,9e562a31-36fb-440e-afe3-e59867b36e20,2024-03-29 07:47:40.554803,7081,4182.75,collected_payment_result
166,cf776466-9888-4322-8dde-0d269bf8c6dd,2024-02-26 11:33:46.044509,5312,8265.45,chargeback_payment_result
167,f119c2c0-9c90-4f98-adbf-c88e7dc7ad5b,2023-12-23 04:14:55.490631,4357,7859.49,collected_payment_result
168,036f4b4a-5762-414a-9f8d-89d2cd116d87,2024-04-07 20:04:44.803565,9960,7465.02,collected_payment_result
169,fde25960-34b7-4dcc-80fc-3b45f9faa3c4,2023-10-02 23:02:20.627309,6774,6511.45,collected_payment_result
170,7c8e1192-dbd6-4854-b602-8f9f282ec13f,2024-09-09 12:40:05.203479,7538,2768.07,collected_payment_result
171,62b20c1d-77ff-4791-a80d-dbe76322a80e,2024-03-06 12:56:14.565892,9862,4240.26,collected_payment_result
172,40c73614-fa4f-4f1c-9f5f-53d05d6a03a6,2024-08-30 21:13:09.323417,534,2737.9,collected_payment_result
173,8daca160-779c-4beb-a52e-e6122c74fd68,2023-11-05 06:17:01.859159,3738,2601.99,collected_payment_result
174,ba7262fc-b13b-4e12-9d82-4d71c843771f,2024-01-29 23:38:20.232754,1561,8959.44,rejected_payment_result
175,8ce451cc-bf59-4284-83b3-cbd32a5c8bad,2023-10-10 18:30:02.428553,9312,4280.17,chargeback_payment_result
176,88501b4a-756a-4289-b754-daaf60519fea,2024-05-14 06:46:56.892876,4578,5287.14,rejected_payment_result
177,224d690f-b01d-47b8-a8bd-f141b1122585,2024-07-07 06:48:53.638538,4529,5912.66,collected_payment_result
178,6b1f4a6d-356a-4982-a14a-9512a38c2614,2023-10-23 02:00:46.752653,6837,6134.38,chargeback_payment_result
179,7ba97580-9fa7-451f-9b01-bb67d5b9f89e,2024-03-23 12:09:19.191862,6298,8854.96,collected_payment_result
180,07f9ffe4-7a6c-4ff6-a532-fd601b3670d3,2024-09-17 05:37:39.179618,9233,2758.16,collected_payment_result
181,2c6a0386-bf8d-403f-9191-7f393ad5bed1,2023-11-06 23:07:10.069605,4260,1577.44,rejected_payment_result
182,67005b1a-a495-4029-a813-35016b8a2b8b,2024-03-11 11:45:04.957372,919,1009.47,collected_payment_result
183,a892b1da-5fb0-4b25-a081-6aa35f88d04c,2024-06-02 15:51:13.793735,6388,2208.61,rejected_payment_result
184,992d2714-a381-43a7-aac9-0acfbe22b202,2024-06-23 12:53:03.950751,4435,4868.54,collected_payment_result
185,a6f1e8f2-8c4d-4e66-9d9e-d3697f582eae,2023-11-01 01:08:56.076615,3548,905.76,collected_payment_result
186,9c039722-8e85-4d1f-b21b-decd2050f823,2024-06-18 14:19:51.642487,6386,251.82,collected_payment_result
187,13fe653d-5a6d-40f9-a888-9da4c255183d,2024-04-21 01:44:23.019737,7339,3465.91,collected_payment_result
188,83a18452-fb9e-4f68-8f16-a13568af7073,2024-04-23 22:43:42.276649,1231,2887.51,collected_payment_result
189,2d924d64-9cc7-430b-bb29-bdf8aa815e5c,2024-08-31 13:12:01.495955,6161,2253.23,collected_payment_result
190,33d5a9c2-e525-4447-ba88-f0cf5d2096aa,2024-05-01 11:41:06.571649,6767,3648.46,collected_payment_result
191,8ca0f0a6-dccc-46fe-99b9-200b86b8fc88,2024-01-11 19:36:53.742268,5527,2177.5,rejected_payment_result
192,d21e03a9-dedd-41fe-8242-4e22a674d4f9,2024-09-09 23:51:23.758807,1717,9632.71,collected_payment_result
193,6b294f44-f2d9-419a-9d3d-7b9b7e6a1d8a,2024-03-06 15:09:54.619786,4261,3695.35,rejected_payment_result
194,9fdd9403-a6a8-4c03-8cbb-6865fa7986b9,2024-01-12 01:59:50.020049,6072,5153.81,chargeback_payment_result
195,44b30452-a001-4c12-be7a-59a45fb48ab4,2024-02-18 11:20:07.272495,4714,7035.85,collected_payment_result
196,6bd5bdbe-c244-4f94-b520-5c6dc07ff5bf,2024-01-24 16:45:18.040933,1886,4187.84,rejected_payment_result
197,cd6fa44d-8a73-41cf-b972-539462b7a4ca,2024-02-03 17:02:08.502611,3025,1496.43,collected_payment_result
198,c7d9a9ac-62f7-4169-a45d-f5f4dda2a131,2024-08-02 05:55:04.285040,1698,1258.09,rejected_payment_result
199,36106b82-9640-4d0a-bb0b-e65d39094679,2024-09-17 06:07:45.501089,6660,6208.13,collected_payment_result
200,0f20ba35-d7c8-41c2-a8fc-6105c1116d24,2024-06-26 00:57:25.808205,7404,9116.28,collected_payment_result
201,e58cb679-3745-47c0-aa35-6f7f4d00bf61,2024-07-16 08:25:24.126191,5111,3263.97,collected_payment_result
202,f6e4a949-c586-4fe2-b689-b9549e877436,2024-03-19 15:51:23.252097,6861,3668.67,rejected_payment_result
203,a6acd942-823b-4c95-9efd-7f15c9df913c,2024-02-21 14:18:40.656846,784,1198.56,chargeback_payment_result
204,6db52ccc-3a8d-47be-ad93-5f2332e7189b,2023-10-31 03:34:07.271776,2827,9487.57,collected_payment_result
205,5602c4c5-473b-4ed6-ab3c-892183e6beea,2024-01-26 01:27:58.961720,3682,4209.88,collected_payment_result
206,cdf7113e-eb95-416e-acb4-628dfe3fa4de,2024-02-07 13:08:42.084402,5300,3451.62,collected_payment_result
207,d954f712-7655-456b-819f-a995a7e75269,2024-08-29 10:53:18.407271,6921,6198.38,collected_payment_result
208,054e311c-be6e-4a9d-98a6-ddcb0803127e,2024-09-02 13:07:38.370592,6748,9437.18,rejected_payment_result
209,b10745e9-d2b0-4280-b6a8-48f38ee53ca2,2024-07-10 14:25:35.694817,9977,2851.81,collected_payment_result
210,2b283272-8dff-4f5e-aeb8-7ea6348aacc3,2023-11-21 21:43:55.241788,1038,4747.41,rejected_payment_result
211,a5759d0c-4d3e-433c-b08c-e74ca7b16a64,2023-11-26 12:27:30.346089,8941,2616.25,collected_payment_result
212,0b470bc8-7bc4-4e87-a2d7-d5a546055b8c,2024-06-30 11:27:24.391165,2292,2959.98,collected_payment_result
213,e9d6e0c1-ca6f-4461-b91f-5960c56792d9,2024-04-26 00:04:19.489865,8984,5001.33,collected_payment_result
214,b288d21b-5813-4b49-9dab-9adfd9caa728,2023-12-13 21:52:06.939786,7899,4043.32,collected_payment_result
215,ad3e5177-655f-49b3-8618-1e3ab7ab4b5f,2024-07-21 17:09:00.055297,8619,7430.02,collected_payment_result
216,7ab6b2e3-a9ab-420f-b42a-d3ee94cd2036,2024-09-07 18:21:43.567045,6690,3200.95,collected_payment_result
217,7b73c5e5-6f05-4ff0-926f-b1eaeb15809f,2024-07-11 20:43:13.032162,8462,8194.14,collected_payment_result
218,bd395040-b3b4-4170-b652-aad3e8dae7ff,2024-02-02 09:15:20.618662,8308,4745.06,collected_payment_result
219,79c47adf-789e-4419-a58a-e113d35eef1f,2023-12-21 23:11:56.996191,1302,1081.45,collected_payment_result
220,5d674d55-2804-4b7d-8ab0-c0635dfe5004,2023-10-21 17:32:20.775854,3803,730.81,chargeback_payment_result
221,5f6f71e3-c4d6-4df1-bc22-07252ef92049,2023-12-18 05:45:41.845379,4723,8934.86,collected_payment_result
222,0de1f179-2803-42c6-81d0-b27643e3a9a7,2024-07-09 20:02:51.164425,8110,3321.36,chargeback_payment_result
223,217fa677-d200-4ecb-aebd-8cb31ec93b50,2024-09-22 12:15:06.606388,3358,8865.62,rejected_payment_result
224,2d46f5f6-d8c9-4f7b-b541-bf4f4b0c7f88,2023-10-12 20:32:31.178859,9076,2426.22,collected_payment_result
225,dc8d0b0f-da0c-478c-b705-ee0bc6792c45,2024-08-04 21:36:08.503968,2055,1359.94,rejected_payment_result
226,4a7bd2f6-6129-4588-8575-71a956db4b0c,2024-06-30 21:26:03.427244,9617,3800.69,collected_payment_result
